COVID-19 Legislation,Region,Official Description,Source Link,Status Text,Last Timeline Action,Last Timeline Action Date,Internal Quorum Link
A.R.148: Urges US Congress to allow Secretary of Agriculture to implement Pandemic-Supplemental Nutrition Assistance Program.,New Jersey,Urges US Congress to allow Secretary of Agriculture to implement Pandemic-Supplemental Nutrition Assistance Program.,https://www.njleg.state.nj.us/bills/BillView.asp?BillNumber=AR148,Introduced or Prefiled,"Introduced, Referred to Assembly Agriculture Committee",3/23/20,https://quorum.us/bill/2722107
"A.C.R.167: Urges Congress to pass ""Families First Coronavirus Response Act.""",New Jersey,"Urges Congress to pass ""Families First Coronavirus Response Act.""",https://www.njleg.state.nj.us/bills/BillView.asp?BillNumber=ACR167,Introduced or Prefiled,"Introduced, Referred to Assembly Homeland Security and State Preparedness Committee",3/23/20,https://quorum.us/bill/2722022
H.B.561: Suspend physician assistant practice requirements,Ohio,To suspend the requirement that a physician assistant practice with supervision and to declare an emergency.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA133-HB-561,Introduced or Prefiled,Introduced,3/23/20,https://quorum.us/bill/2723010
H.B.579: Require health plan issuers cover COVID-19 test and treatment,Ohio,"To enact sections 3902.50, 3902.51, 3902.52, and 3902.53 of the Revised Code to require health insurers to cover COVID-19 testing and treatment, to prohibit balance billing, to make an appropriation, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA133-HB-579,Introduced or Prefiled,Introduced,3/23/20,https://quorum.us/bill/2723027
H.4580: An Act Addressing Challenges In Municipal Governance Resulting From Covid-19,Massachusetts,An Act Addressing Challenges In Municipal Governance Resulting From Covid-19,https://malegislature.gov/Bills/191/H4580,Out of Committee,"Read, rules suspended, read second and ordered to a third reading",3/23/20,https://quorum.us/bill/2723140
H.B.570: Revise open bidding during COVID-19 emergency,Ohio,"To allow a county to purchase public health-related items and communication equipment without competitive bidding, solicit bids electronically, and open bids during a meeting held electronically during the period of the emergency declared by Executive Order 2020-01D, issued on March 9, 2020, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA133-HB-570,Introduced or Prefiled,Introduced,3/23/20,https://quorum.us/bill/2723038
H.B. 311: EXTENDING COVID 19 DISASTER EMERGENCY,Alaska,"""An Act extending the March 11, 2020, governor's declaration of a public health disaster emergency in response to the COVID-19 pandemic; relating to the powers of the director of insurance; relating to standing orders issued by the chief medical officer; relating to professional licensing; relating to telemedicine and telehealth; relating to board of nursing fingerprint requirements; relating to the 2020 primary and general elections; relating to permanent fund dividend applications; relating to automatic voter registration; relating to tax; relating to shareholder meetings; and providing for an effective date.""",http://www.akleg.gov/basis/Bill/Detail/31?Root=HB%20311,Introduced or Prefiled,(H) Minutes (Hrls),3/25/20,https://quorum.us/bill/2723018
S.8124: Requires airlines and travel insurance companies to provide refunds for travel cancelled due to coronavirus disease 2019 (COVID-19,New York,Requires airlines and travel insurance companies to provide refunds for travel cancelled due to coronavirus disease 2019 (COVID-19).,http://nysenate.gov/legislation/bills/2019/S8124,Introduced or Prefiled,Referred To Consumer Protection,3/23/20,https://quorum.us/bill/2723051
H.B.567: Authorize partially refundable earned income tax credit,Ohio,To temporarily authorize a partially refundable earned income tax credit and to declare an emergency.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA133-HB-567,Introduced or Prefiled,Introduced,3/23/20,https://quorum.us/bill/2723007
H.B.576: Suspend homestead interest penalty and foreclosure,Ohio,To temporarily abate the charging of interest and penalties against tax-delinquent homesteads and suspend tax foreclosure proceedings and tax certificate sales regarding such homesteads and to declare an emergency.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA133-HB-576,Introduced or Prefiled,Introduced,3/23/20,https://quorum.us/bill/2723009
H.B.571: Make COVID-19 an occupational disease in some cases,Ohio,"To amend section 4123.68 of the Revised Code to make COVID-19 contracted by a peace officer, firefighter, or emergency medical worker an occupational disease under the Workers&apos; Compensation Law under certain circumstances and to declare an emergency.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA133-HB-571,Introduced or Prefiled,Introduced,3/23/20,https://quorum.us/bill/2723014
H.B.578: Support homeless shelters and rent assistance due to COVID-19,Ohio,"To make an appropriation to support homeless shelters in the state and to provide emergency rental assistance in response to the COVID-19 pandemic, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA133-HB-578,Introduced or Prefiled,Introduced,3/23/20,https://quorum.us/bill/2723015
H.B.564: Prevent utility disruption during COVID-19,Ohio,To prevent the disruption of utility service during the state of emergency declared regarding COVID-19 and to declare an emergency.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA133-HB-564,Introduced or Prefiled,Introduced,3/23/20,https://quorum.us/bill/2723019
S.2608: An Act Granting Authority To Postpone 2020 Municipal Elections In The Commonwealth And Increase Voting Options In Response To The Declaration Of Emergency To Respond To Covid-19,Massachusetts,"Senate, March 23, 2020 -- The committee on Senate Ways and Means to whom was referred the House Bill relative to host community agreements (House, No. 4398),-- reported, in part, a ""Bill granting authority to postpone 2020 municipal elections in the commonwealth and increase voting options in response to the declaration of emergency to respond to COVID-19"" (Senate, No. 2608).",https://malegislature.gov/Bills/191/S2608,Enacted,"Signed by the Governor, Chapter 45 of the Acts of 2020",3/23/20,https://quorum.us/bill/2724036
PR23-0772: COVID-19 Response Emergency Declaration Resolution of 2020,District of Columbia,COVID-19 Response Emergency Declaration Resolution of 2020,http://lims.dccouncil.us/Legislation/PR23-0772,Enacted,Approved,3/23/20,https://quorum.us/bill/2722386
H.B.574: Transfer and appropriate money for unemployment comp,Ohio,"To transfer moneys to the Unemployment Compensation Special Administration Fund, to make an appropriation, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA133-HB-574,Introduced or Prefiled,Introduced,3/23/20,https://quorum.us/bill/2723025
H.B.562: Prohibit eviction and foreclosure during COVID-19,Ohio,"To prohibit foreclosure activity and the eviction of residential and commercial tenants during the state of emergency declared regarding COVID-19, to refer such proceedings caused by the state of emergency to mediation, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA133-HB-562,Introduced or Prefiled,Introduced,3/23/20,https://quorum.us/bill/2723026
A.R.146: Encourages licensed hospitals Statewide to construct pre-triage tents outside of their buildings.,New Jersey,Encourages licensed hospitals Statewide to construct pre-triage tents outside of their buildings.,https://www.njleg.state.nj.us/bills/BillView.asp?BillNumber=AR146,Introduced or Prefiled,"Introduced, Referred to Assembly Health Committee",3/23/20,https://quorum.us/bill/2722006
